Gene_ID,Other_IDs
M9H77_24665,CRO_T018227
M9H77_24666,Cro001G.9979.3.p1
M9H77_24667,CRO_T018224
M9H77_24668,"CRO_T018223, CRO_T123792"
M9H77_24669,Cro001G.9941.1.p1
M9H77_24670,"CRO_T018221, Cro001G.9944.1.p1, Cro001G.9944.2.p1"
M9H77_24672,"CRO_T004964, Cro001G.9940.1.p1, Cro001G.9940.2.p1, CrChr3.3786, CRO_T123796"
M9H77_24673,"CRO_T004965, CRO_T123797"
M9H77_24674,Cro001G.9939.1.p1
M9H77_24675,CRO_T123799
M9H77_15206,Cro001G.16953.1.p1
M9H77_15207,Cro001G.16958.9.p2
M9H77_15208,"Cro001G.16958.10.p2, Cro001G.16958.6.p3, Cro001G.16958.7.p2, Cro001G.16958.9.p1"
M9H77_15209,CRO_T032463
M9H77_15213,CRO_T029873
M9H77_15214,CRO_T009033
M9H77_15215,"CRO_T009032, CRO_T124614"
M9H77_15216,"CRO_T009031, Cro001G.16970.2.p1"
M9H77_15218,"Cro001G.16968.1.p1, Cro001G.16968.2.p1, CRO_T124611"
M9H77_15219,"CRO_T009030, CRO_T124610"
M9H77_15220,"Cro001G.16966.1.p1, Cro001G.16966.13.p1, Cro001G.16966.19.p1, Cro001G.16966.2.p1, Cro001G.16966.21.p1, Cro001G.16966.22.p1, Cro001G.16966.25.p1, Cro001G.16966.4.p1, Cro001G.16966.8.p1"
M9H77_15221,"Cro001G.16966.1.p2, Cro001G.16966.29.p1"
M9H77_15222,"Cro001G.16966.1.p3, Cro001G.16966.10.p2, Cro001G.16966.17.p1, Cro001G.16966.18.p2, Cro001G.16966.19.p2, Cro001G.16966.2.p2, Cro001G.16966.3.p2, Cro001G.16966.5.p2, Cro001G.16966.6.p2, Cro001G.16966.7.p1"
M9H77_15224,Cro001G.16941.1.p1
M9H77_15226,CrChr2.3747
M9H77_15227,"CRO_T010315, Cro001G.16949.1.p1, CRO_T123412"
M9H77_15228,CRO_T023554
M9H77_15229,CRO_T023557
M9H77_15230,"CRO_T023558, Cro001G.16946.1.p2, CRO_T123417"
M9H77_15231,"CRO_T023559, Cro001G.16944.1.p1"
M9H77_15232,"CRO_T023555, Cro001G.16944.1.p2, CRO_T123416"
M9H77_15234,Cro001G.16942.1.p2
M9H77_15235,Cro001G.16940.5.p1
M9H77_15237,"Cro001G.16939.1.p1, Cro001G.16939.4.p1"
M9H77_15258,"Cro001G.8733.1.p1, Cro001G.8733.2.p1, Cro001G.8733.3.p1"
M9H77_15263,Cro001G.5283.1.p1
M9H77_15272,CRO_T112492
M9H77_15279,"Cro001G.1331.1.p1, CrChr2.3692"
M9H77_15288,"Cro001G.3905.1.p1, CrChr2.3678"
M9H77_15298,CRO_T031719
M9H77_15305,"CRO_T029414, Cro001G.3930.1.p1"
M9H77_15306,"CRO_T029415, CRO_T138000"
M9H77_15308,"CRO_T029416, CrChr2.3656, CRO_T137999"
M9H77_15309,CrChr2.3655
M9H77_15310,"CRO_T014525, CrChr2.3654"
M9H77_15312,"Cro001G.3932.1.p1, Cro001G.3932.2.p1, Cro001G.3932.3.p1, CrChr2.3652"
M9H77_15314,"Cro001G.3934.1.p1, CrChr2.3650"
M9H77_15315,"Cro001G.3936.1.p1, CrChr2.3649"
M9H77_15316,Cro001G.3937.1.p1
M9H77_15317,"Cro001G.3938.1.p1, Cro001G.3938.2.p1, CrChr2.3646"
M9H77_15318,"CRO_T014521, Cro001G.3947.1.p1, CrChr2.3645, CRO_T137990"
M9H77_15321,"CRO_T014526, CRO_T137986"
M9H77_15325,CrChr2.3638
M9H77_15326,CRO_T029592
M9H77_15328,CRO_T029595
M9H77_15330,Cro001G.3948.1.p1
M9H77_15331,"CRO_T004407, Cro001G.3939.1.p1"
M9H77_15332,"CRO_T004406, CrChr2.3631, CRO_T137975"
M9H77_15333,Cro001G.3941.2.p1
M9H77_15335,"CRO_T004404, CRO_T137971"
M9H77_15336,"CRO_T004398, Cro001G.3944.1.p2, CrChr2.3627, CRO_T137970"
M9H77_15337,"CRO_T004403, Cro001G.3945.1.p1, CrChr2.3626, CRO_T137969"
M9H77_15338,"CRO_T004397, CRO_T137968"
M9H77_15340,"CRO_T004396, CrChr2.3623, CRO_T137966"
M9H77_15341,"CRO_T004401, Cro001G.3979.1.p1, CrChr2.3622, CRO_T137965"
M9H77_15342,CRO_T004400
M9H77_15344,CrChr2.3619
M9H77_15346,"Cro001G.3976.1.p1, CrChr2.3615, CRO_T137959"
M9H77_15347,"Cro001G.3957.1.p1, CrChr2.3614"
M9H77_15348,CRO_T033814
M9H77_15349,"CRO_T026304, Cro001G.3967.14.p1, Cro001G.3967.16.p1, Cro001G.3967.18.p1, Cro001G.3967.20.p1, Cro001G.3967.24.p1, CrChr2.3612"
M9H77_15354,CrChr2.3603
M9H77_15355,"CRO_T030710, Cro001G.3964.1.p1, CRO_T137951"
M9H77_15356,"CRO_T030709, CRO_T137950"
M9H77_15357,"CRO_T030707, Cro001G.3966.1.p1, CrChr2.3601, CRO_T137949"
M9H77_15359,"Cro001G.3969.1.p1, CrChr2.3599"
M9H77_15360,"Cro001G.3970.1.p1, CrChr2.3598, CRO_T137943"
M9H77_15362,"Cro001G.3974.1.p1, Cro001G.3974.2.p1, CrChr2.3596, CRO_T137941"
M9H77_15363,CRO_T000534
M9H77_15364,"CRO_T000532, Cro001G.3972.1.p1, CrChr2.3593"
M9H77_15365,CRO_T000536
M9H77_15366,"Cro001G.3987.1.p1, CRO_T137937"
M9H77_15367,"CRO_T022199, Cro001G.3989.1.p1, CRO_T137936"
M9H77_15368,"Cro001G.3990.1.p1, CrChr2.3590"
M9H77_15370,"Cro001G.3991.1.p1, CRO_T137932"
M9H77_15371,"CRO_T001039, Cro001G.3988.1.p1, Cro001G.3988.2.p1, Cro001G.3992.1.p1, Cro001G.3992.2.p1, CRO_T137931"
M9H77_15372,"Cro001G.3993.1.p1, CrChr2.3586"
M9H77_15373,"Cro001G.3994.1.p1, CrChr2.3585"
M9H77_15374,CrChr2.3584
M9H77_15375,Cro001G.3995.1.p1
M9H77_15376,"CRO_T001038, Cro001G.3996.1.p1"
M9H77_15378,Cro001G.3985.1.p1
M9H77_15379,"CRO_T001036, Cro001G.3984.1.p1, CRO_T137923"
M9H77_15380,Cro001G.3986.1.p1
M9H77_15381,"CRO_T001034, Cro001G.3998.1.p1, Cro001G.3998.2.p1, CRO_T137921"
M9H77_15382,Cro001G.3999.1.p1
M9H77_15383,Cro001G.4000.2.p1
M9H77_15384,"Cro001G.4001.1.p1, Cro001G.4001.2.p1, CrChr2.3573, CRO_T137919"
M9H77_15385,"CRO_T001027, Cro001G.4002.1.p1, CRO_T137918"
M9H77_15386,"CRO_T025947, CRO_T137917"
M9H77_15387,CRO_T025954
M9H77_15388,"Cro001G.4006.1.p1, CrChr2.3568"
M9H77_15389,"CRO_T025949, Cro001G.4007.1.p1, CRO_T137913"
M9H77_15391,"CRO_T025955, Cro001G.4009.1.p1, CrChr2.3565, CRO_T137911"
M9H77_15392,"Cro001G.4011.1.p1, CRO_T137910"
M9H77_15394,"Cro001G.4015.1.p1, CrChr2.3562"
M9H77_15395,"Cro001G.4014.1.p1, Cro001G.4014.3.p1, Cro001G.4014.4.p1, CrChr2.3561, CRO_T137908"
M9H77_15396,"CrChr2.3560, CRO_T137907"
M9H77_15397,Cro001G.4012.1.p1
M9H77_15398,"CRO_T001236, Cro001G.4013.1.p1, Cro001G.4013.2.p1, CRO_T137905"
M9H77_15399,"CRO_T001237, Cro001G.4013.1.p2, CrChr2.3556, CRO_T137904"
M9H77_15400,"CRO_T001238, Cro001G.4019.1.p2, Cro001G.4019.2.p2, Cro001G.4019.3.p2, Cro001G.4019.4.p2, Cro001G.4019.5.p1, Cro001G.4019.6.p1, Cro001G.4019.7.p1, Cro001G.4019.8.p1, Cro001G.4019.9.p1, CRO_T137903"
M9H77_15402,"CRO_T001240, CrChr2.3554, CRO_T137901"
M9H77_15403,Cro001G.4018.1.p1
M9H77_15404,"CRO_T033076, CrChr2.3550, CRO_T137898"
M9H77_15405,Cro001G.4025.1.p2
M9H77_15406,"Cro001G.4025.1.p1, CrChr2.3548"
M9H77_15407,"CRO_T033071, Cro001G.4026.1.p1, CrChr2.3547, CRO_T137895"
M9H77_15409,"Cro001G.4028.1.p1, CrChr2.3545"
M9H77_15410,"Cro001G.4028.5.p1, CrChr2.3544"
M9H77_15411,CRO_T031305
M9H77_15412,CRO_T031304
M9H77_15414,CRO_T031298
M9H77_15416,"Cro001G.4035.1.p2, CrChr2.3532"
M9H77_15417,"CRO_T031299, Cro001G.4036.1.p1, CrChr2.3531, CRO_T137884"
M9H77_15419,"Cro001G.4042.3.p1, CrChr2.3528"
M9H77_15420,CRO_T032925
M9H77_15421,"Cro001G.4045.1.p1, CrChr2.3526"
M9H77_15422,"CRO_T032928, Cro001G.4037.1.p1, CrChr2.3525, CRO_T137879"
M9H77_15423,"CRO_T032927, Cro001G.4040.1.p1, CrChr2.3524, CRO_T137878"
M9H77_15426,"CRO_T028019, Cro001G.4046.1.p2, Cro001G.4047.1.p1, Cro001G.4047.2.p1, Cro001G.4047.3.p1, CrChr2.3518, CRO_T137874"
M9H77_15429,"CRO_T028012, Cro001G.4049.2.p1, CrChr2.3514, CRO_T137871"
M9H77_15430,"CRO_T028017, Cro001G.4051.1.p1, Cro001G.4051.2.p1, CrChr2.3513, CRO_T137870"
M9H77_15440,"CRO_T020944, Cro001G.4062.1.p1, CrChr2.3502, CRO_T137859"
M9H77_15441,"Cro001G.4071.11.p2, Cro001G.4071.12.p3, Cro001G.4071.13.p3, Cro001G.4071.14.p3, Cro001G.4071.2.p3, Cro001G.4071.4.p3, Cro001G.4071.5.p3, Cro001G.4071.6.p3, Cro001G.4071.7.p3, Cro001G.4071.9.p2, CrChr2.3501"
M9H77_15449,"CRO_T008984, CrChr2.3492, CRO_T137849"
M9H77_15451,"CRO_T008976, Cro001G.4070.1.p1, CrChr2.3490"
M9H77_15452,"CRO_T008982, Cro001G.4072.1.p1, Cro001G.4072.2.p1, CrChr2.3489, CRO_T137846"
M9H77_15453,"CRO_T008975, CRO_T137845"
M9H77_15454,CRO_T008981
M9H77_15455,CRO_T008980
M9H77_15456,"CRO_T013135, Cro001G.4074.1.p1, Cro001G.4074.2.p1, Cro001G.4074.3.p1, CrChr2.3484, CRO_T137842"
M9H77_15457,Cro001G.4075.1.p1
M9H77_15458,Cro001G.4077.3.p1
M9H77_15459,"Cro001G.4079.1.p1, Cro001G.4079.2.p1, Cro001G.4079.3.p1, Cro001G.4079.4.p1, Cro001G.4079.5.p1, Cro001G.4079.6.p1, Cro001G.4079.7.p1, Cro001G.4079.8.p1, Cro001G.4079.9.p1"
M9H77_15461,"Cro001G.4080.1.p1, Cro001G.4080.2.p1, Cro001G.4080.3.p1, CrChr2.3480, CRO_T137838"
M9H77_15462,"CRO_T024390, Cro001G.4088.1.p1, CrChr2.3478, CRO_T137836"
M9H77_15466,"Cro001G.4091.1.p1, CrChr2.3473"
M9H77_15467,"Cro001G.4091.16.p1, Cro001G.4091.3.p1, Cro001G.4091.5.p1, CrChr2.3472"
M9H77_15469,"CRO_T016873, Cro001G.4082.1.p1, CrChr2.3470, CRO_T137830"
M9H77_15471,"CRO_T015730, Cro001G.4082.3.p1, CrChr2.3468, CRO_T137828"
M9H77_15472,"CRO_T015733, Cro001G.4100.1.p1, CrChr2.3467, CRO_T137826"
M9H77_15476,"Cro001G.4105.2.p1, Cro001G.4105.3.p1, Cro001G.4105.5.p1, Cro001G.4105.6.p1, Cro001G.4105.7.p1"
M9H77_15477,"Cro001G.4106.1.p1, Cro001G.4106.2.p1"
M9H77_15478,CRO_T021825
M9H77_15480,"CrChr2.3458, CRO_T137815"
M9H77_15481,"Cro001G.4101.1.p1, Cro001G.4101.2.p1, CrChr2.3457"
M9H77_15482,"Cro001G.4084.1.p1, CrChr2.3456, CRO_T137813"
M9H77_15483,"CRO_T021828, Cro001G.4083.1.p1, CrChr2.3455, CRO_T137812"
M9H77_15486,CrChr2.3452
M9H77_15488,"Cro001G.4094.1.p1, CrChr2.3450, CRO_T137807"
M9H77_15490,"CRO_T003834, Cro001G.4097.1.p1, CrChr2.3448, CRO_T137805"
M9H77_15494,"CrChr2.3444, CRO_T137801"
M9H77_15495,"CRO_T013891, Cro001G.4112.1.p1, CrChr2.3443, CRO_T137800"
M9H77_15497,"CRO_T013893, CrChr2.3441, CRO_T137798"
M9H77_15499,Cro001G.4121.1.p1
M9H77_15500,"CRO_T026098, Cro001G.4119.5.p1, CrChr2.3438, CRO_T137796"
M9H77_15502,"Cro001G.4122.1.p1, Cro001G.4122.2.p1, Cro001G.4124.1.p1, CrChr2.3436"
M9H77_15507,"CRO_T026093, Cro001G.4129.1.p1, CRO_T137790"
M9H77_15512,"Cro001G.4117.1.p1, Cro001G.4117.2.p1"
M9H77_15516,"CRO_T025185, Cro001G.4134.1.p1, CrChr2.3419, CRO_T137779"
M9H77_15518,"Cro001G.4139.1.p1, CrChr2.3417"
M9H77_15520,"CRO_T026604, Cro001G.4140.1.p1, CrChr2.3415, CRO_T137775"
M9H77_15521,"CRO_T026607, Cro001G.4143.1.p1, CrChr2.3414, CRO_T137774"
M9H77_15523,"CRO_T026603, Cro001G.4145.1.p1, CrChr2.3412, CRO_T137772"
M9H77_15524,Cro001G.4145.1.p2
M9H77_15525,Cro001G.4146.1.p1
M9H77_15526,"CRO_T021515, Cro001G.4150.1.p1, CrChr2.3408, CRO_T137769"
M9H77_15528,Cro001G.4149.1.p1
M9H77_15529,"CRO_T001410, Cro001G.4151.1.p1, Cro001G.4151.2.p1, Cro001G.4151.3.p1, CRO_T137765"
M9H77_15530,"CRO_T001405, Cro001G.4152.1.p1, Cro001G.4152.2.p1, Cro001G.4152.3.p1, CRO_T137764"
M9H77_15531,"Cro001G.4153.1.p1, CrChr2.3403"
M9H77_15532,"CRO_T001412, Cro001G.4157.5.p1, CrChr2.3402, CRO_T137762"
M9H77_15533,"CRO_T001413, Cro001G.4157.2.p1, Cro001G.4157.6.p1, Cro001G.4157.7.p1, Cro001G.4157.9.p1, CrChr2.3400, CRO_T137761"
M9H77_15534,CRO_T137760
M9H77_15535,"Cro001G.4158.1.p1, Cro001G.4158.2.p1, CRO_T137759"
M9H77_15537,"Cro001G.4157.3.p1, CrChr2.3396"
M9H77_15540,"CRO_T001408, Cro001G.4160.1.p1, Cro001G.4161.1.p3, CrChr2.3392, CRO_T137753"
M9H77_15543,"CRO_T019081, CrChr2.3389, CRO_T137750"
M9H77_15548,"Cro001G.4167.1.p1, CRO_T137746"
M9H77_15550,"CRO_T019073, Cro001G.4172.1.p3, CrChr2.3382, CRO_T137744"
M9H77_15553,"CRO_T019076, Cro001G.4174.1.p1, CRO_T137741"
M9H77_15556,"CRO_T014035, Cro001G.4177.1.p1, CrChr2.3377, CRO_T137738"
M9H77_15557,"CRO_T014037, Cro001G.4178.1.p1, CrChr2.3376, CRO_T137737"
M9H77_15558,"Cro001G.4179.1.p1, CrChr2.3375"
M9H77_15561,"Cro001G.4180.2.p1, CrChr2.3372, CRO_T137733"
M9H77_15563,"CRO_T007795, Cro001G.4182.1.p1, CrChr2.3370, CRO_T137731"
M9H77_15565,Cro001G.4154.1.p1
M9H77_15566,"CRO_T001504, CRO_T137728"
M9H77_15568,CRO_T001502
M9H77_15570,Cro001G.4169.1.p1
M9H77_15572,"CRO_T033187, Cro001G.4170.1.p1, CrChr2.3363, CRO_T137723"
M9H77_15573,"CRO_T019649, Cro001G.4188.1.p1, CrChr2.3361, CRO_T137721"
M9H77_15583,"CRO_T000261, Cro001G.4183.1.p1, CRO_T137710"
M9H77_15584,"CRO_T000262, Cro001G.4184.1.p1, CrChr2.3347, CRO_T137709"
M9H77_15585,Cro001G.4185.2.p1
M9H77_15595,CRO_T001012
M9H77_15597,"CRO_T005019, Cro001G.4213.1.p1, CrChr2.3335, CRO_T132918"
M9H77_15598,CRO_T005020
M9H77_15599,"Cro001G.4197.1.p2, Cro001G.4197.2.p3"
M9H77_15600,"Cro001G.4198.1.p1, Cro001G.4198.2.p1, CrChr2.3330"
M9H77_15603,CrChr2.3326
M9H77_15604,"Cro001G.4203.1.p1, CrChr2.3325, CRO_T132925"
M9H77_15606,"CRO_T007047, Cro001G.4215.1.p1, CrChr2.3323, CRO_T132927"
M9H77_15609,"CRO_T030859, CrChr2.3320, CRO_T132929"
M9H77_15611,"Cro001G.4217.1.p1, CrChr2.3318, CRO_T132931"
M9H77_15612,"Cro001G.4218.1.p1, CrChr2.3317"
M9H77_15616,"Cro001G.4223.1.p1, Cro001G.4223.2.p1"
M9H77_15623,"Cro001G.4224.1.p1, Cro001G.4224.2.p1, CrChr2.3308, CRO_T132941"
M9H77_15626,Cro001G.4229.1.p1
M9H77_15628,Cro001G.4232.1.p1
M9H77_15630,Cro001G.4236.1.p1
M9H77_15635,"CRO_T029226, CRO_T132954"
M9H77_15636,Cro001G.4241.1.p1
M9H77_15638,"CRO_T029233, CRO_T132957"
M9H77_15647,"Cro001G.4247.1.p1, CrChr2.3284, CRO_T132966"
M9H77_15651,"CRO_T000952, Cro001G.4249.1.p1, Cro001G.4249.2.p1, Cro001G.4249.3.p1, Cro001G.4249.4.p1, CrChr2.3279, CRO_T132970"
M9H77_15653,"CRO_T000957, Cro001G.4248.1.p1, CRO_T132972"
M9H77_15656,"CRO_T024419, Cro001G.4254.1.p1, CrChr2.3275, CRO_T132974"
M9H77_15657,CRO_T024418
M9H77_15659,"CRO_T024416, CRO_T132979"
M9H77_15664,CRO_T016071
M9H77_15666,CrChr2.3260
M9H77_15668,CrChr2.3258
M9H77_15669,CrChr2.3257
M9H77_15670,"CRO_T009277, Cro001G.4267.1.p1, CrChr2.3256, CRO_T132988"
M9H77_15671,"CRO_T009278, Cro001G.4268.1.p1, CrChr2.3255, CRO_T132989"
M9H77_15672,CRO_T009279
M9H77_15674,Cro001G.4359.1.p1
M9H77_15675,"CRO_T009284, Cro001G.4360.1.p1, Cro001G.4360.2.p1, CrChr2.3249, CRO_T132995"
M9H77_15676,"Cro001G.4361.1.p1, CrChr2.3248"
M9H77_15678,"CRO_T009283, Cro001G.4363.1.p1, CrChr2.3246"
M9H77_15680,"CRO_T009287, CRO_T133000"
M9H77_15684,"CRO_T012417, Cro001G.4367.3.p1, CrChr2.3240, CRO_T133003"
M9H77_15686,"CRO_T015931, Cro001G.4368.1.p1, CRO_T133005"
M9H77_15687,"CRO_T015930, Cro001G.4369.1.p1, CRO_T133006"
M9H77_15690,"CRO_T015929, Cro001G.4372.1.p1, CRO_T133009"
M9H77_15699,"Cro001G.4376.1.p1, CrChr2.3228"
M9H77_15700,"Cro001G.4377.1.p1, CRO_T133017"
M9H77_15705,"CRO_T000151, Cro001G.4380.1.p1, CrChr2.3223, CRO_T133022"
M9H77_15707,"CRO_T000153, Cro001G.4382.1.p1, CrChr2.3220"
M9H77_15708,"Cro001G.4383.1.p1, CrChr2.3219, CRO_T133025"
M9H77_15709,"CRO_T004677, CrChr2.3218, CRO_T133026"
M9H77_15712,"Cro001G.4384.1.p2, Cro001G.4385.1.p1"
M9H77_15714,Cro001G.4386.1.p1
M9H77_15715,"CRO_T004680, Cro001G.4387.1.p1, CrChr2.3212, CRO_T133031"
M9H77_15718,"CRO_T004679, CrChr2.3209"
M9H77_15719,"CRO_T006819, Cro001G.4388.1.p1, CrChr2.3208, CRO_T133035"
M9H77_15726,"Cro001G.4394.1.p1, CrChr2.3200"
M9H77_15727,"CRO_T012222, Cro001G.4395.1.p1, CrChr2.3199, CRO_T133044"
M9H77_15728,"CRO_T012221, Cro001G.4396.1.p1, CrChr2.3198, CRO_T133046"
M9H77_15732,CrChr2.3194
M9H77_15744,"CRO_T015220, CrChr2.3181, CRO_T133061"
M9H77_15745,"Cro001G.4408.1.p1, Cro001G.4408.4.p1"
M9H77_15748,Cro001G.4412.1.p1
M9H77_15750,"CRO_T008965, Cro001G.4414.1.p1, CrChr2.3175, CRO_T133067"
M9H77_15752,"Cro001G.4416.1.p1, CrChr2.3173"
M9H77_15753,"CRO_T011332, Cro001G.4417.1.p1, CrChr2.3172, CRO_T133071"
M9H77_15757,Cro001G.4421.1.p1
M9H77_15764,"Cro001G.4271.1.p1, CrChr2.3159, CRO_T133085"
M9H77_15765,"CRO_T013919, CRO_T133086"
M9H77_15767,"CRO_T017031, Cro001G.4273.1.p1, CrChr2.3157, CRO_T133088"
M9H77_15768,"CRO_T017032, CRO_T133089"
M9H77_15769,"Cro001G.4277.1.p1, Cro001G.4277.2.p1"
M9H77_15770,"Cro001G.4278.1.p1, Cro001G.4278.2.p1, Cro001G.4278.3.p1, Cro001G.4278.5.p1, CrChr2.3154"
M9H77_15772,"CRO_T032228, CRO_T133093"
M9H77_15773,CRO_T032226
M9H77_15774,CrChr2.3151
M9H77_15775,"CRO_T018964, CrChr2.3150, CRO_T133098"
M9H77_15776,CRO_T009409
M9H77_15778,"CRO_T009405, Cro001G.4276.1.p1, CrChr2.3147, CRO_T133099"
M9H77_15779,"Cro001G.4279.1.p1, CrChr2.3146, CRO_T133100"
M9H77_15780,"Cro001G.4280.1.p1, CrChr2.3145"
M9H77_15781,"CRO_T009407, Cro001G.4282.1.p1, CrChr2.3144, CRO_T133102"
M9H77_15782,"Cro001G.4284.1.p1, CrChr2.3143"
M9H77_15783,"Cro001G.4285.1.p1, CrChr2.3142, CRO_T133104"
M9H77_15786,Cro001G.4287.2.p1
M9H77_15787,"CRO_T003005, Cro001G.4286.1.p1, CrChr2.3139, CRO_T133106"
M9H77_15790,"CRO_T028534, CRO_T133109"
M9H77_15792,CrChr2.3135
M9H77_15793,"CRO_T028429, CRO_T133111"
M9H77_15794,"Cro001G.4294.1.p1, CrChr2.3132, CRO_T133113"
M9H77_15795,"CRO_T028425, CRO_T133115"
M9H77_15796,"Cro001G.4295.1.p1, CrChr2.3131"
M9H77_15797,"CRO_T028426, Cro001G.4296.1.p1, CRO_T133116"
M9H77_15799,"Cro001G.4298.1.p1, Cro001G.4298.2.p1"
M9H77_15800,"CRO_T022314, CRO_T133120"
M9H77_15801,"CRO_T022313, Cro001G.4303.1.p2, CrChr2.3126, CRO_T133121"
M9H77_15802,"CRO_T022312, Cro001G.4304.1.p1, CrChr2.3125, CRO_T133122"
M9H77_15803,Cro001G.4305.1.p1
M9H77_15806,"CRO_T011626, Cro001G.4308.1.p1, CrChr2.3122"
M9H77_15807,CRO_T011628
M9H77_15808,CRO_T006216
M9H77_15811,"Cro001G.4303.1.p1, Cro001G.4303.2.p1, CrChr2.3119, CRO_T133130"
M9H77_15812,"CRO_T014890, Cro001G.4300.1.p1, CrChr2.3118, CRO_T133131"
M9H77_15813,"CRO_T014892, Cro001G.4299.1.p1, CrChr2.3117, CRO_T133132"
M9H77_15818,CRO_T008026
M9H77_15819,"CRO_T008025, Cro001G.4315.1.p1, CRO_T133135"
M9H77_15823,"Cro001G.4301.1.p1, CrChr2.3112"
M9H77_15825,"Cro001G.4314.1.p1, Cro001G.4314.2.p2, Cro001G.4314.3.p1, CrChr2.3110"
M9H77_15826,CRO_T004962
M9H77_15827,"CRO_T004963, CrChr2.3107, CRO_T133142"
M9H77_15828,"CRO_T004153, Cro001G.4321.1.p1, CrChr2.3106, CRO_T133143"
M9H77_15829,"CRO_T004151, Cro001G.4322.1.p3, CrChr2.3105, CRO_T133144"
M9H77_15830,"CRO_T004152, Cro001G.4322.1.p1, Cro001G.4322.3.p1, CrChr2.3104"
M9H77_15831,CRO_T133146
M9H77_15832,"CRO_T018657, CrChr2.3101, CRO_T133148"
M9H77_15833,"Cro001G.4319.1.p1, Cro001G.4319.2.p1, CrChr2.3100, CRO_T133149"
M9H77_15834,"Cro001G.4320.1.p1, CrChr2.3098"
M9H77_15835,"Cro001G.4324.2.p1, Cro001G.4324.3.p1, Cro001G.4324.4.p1"
M9H77_15836,"CRO_T005812, CrChr2.3096"
M9H77_15837,CrChr2.3095
M9H77_15838,"Cro001G.4325.1.p1, CrChr2.3094, CRO_T133154"
M9H77_15840,CRO_T028862
M9H77_15841,"CRO_T028861, Cro001G.4332.1.p1, Cro001G.4332.2.p1, Cro001G.4332.3.p1, CrChr2.3088, CRO_T136922"
M9H77_15842,"Cro001G.4328.1.p1, Cro001G.4328.2.p1, CrChr2.3086"
M9H77_15843,"CRO_T027292, Cro001G.4334.1.p1, CrChr2.3085, CRO_T133160"
M9H77_15845,Cro001G.4336.1.p1
M9H77_15846,"Cro001G.4338.1.p1, CrChr2.3081"
M9H77_15847,"CRO_T014100, Cro001G.4337.1.p1, CrChr2.3080, CRO_T133164"
M9H77_15848,"Cro001G.4339.1.p1, CrChr2.3079"
M9H77_15849,CrChr2.3078
M9H77_15850,"Cro001G.4342.1.p1, Cro001G.4342.2.p1, CrChr2.3076, CRO_T133166"
M9H77_15851,"Cro001G.4343.1.p1, CrChr2.3075"
M9H77_15853,"Cro001G.4346.1.p1, CrChr2.3073, CRO_T133168"
M9H77_15854,Cro001G.4347.1.p1
M9H77_15855,"CRO_T030558, CRO_T133170"
M9H77_15856,"Cro001G.4348.1.p1, CrChr2.3069"
M9H77_15857,"CRO_T030555, Cro001G.4350.1.p1, CrChr2.3068, CRO_T133172"
M9H77_15858,"CRO_T030556, CRO_T133173"
M9H77_15859,CrChr2.3067
M9H77_15860,CRO_T028788
M9H77_15866,Cro001G.4351.1.p1
M9H77_15867,"Cro001G.4352.1.p1, CrChr2.3064"
M9H77_15868,"Cro001G.4353.1.p1, Cro001G.4353.2.p1"
M9H77_15870,"CRO_T021207, CrChr2.3061, CRO_T133180"
M9H77_15871,CRO_T021208
M9H77_15872,CRO_T016969
M9H77_15875,"CRO_T003132, Cro001G.4355.1.p1, Cro001G.4355.2.p1, CrChr2.3060, CRO_T133182"
M9H77_15876,"CRO_T003131, Cro001G.4356.1.p1, CrChr2.3059, CRO_T133183"
M9H77_15880,CRO_T026010
M9H77_15881,"CRO_T026009, Cro001G.4436.1.p1, CrChr2.3053, CRO_T105577"
M9H77_15882,"CRO_T026008, CrChr2.3051, CRO_T105579"
M9H77_15883,"Cro001G.4430.1.p1, CrChr2.3048"
M9H77_15884,"CRO_T017631, CRO_T105583"
M9H77_15885,"Cro001G.4428.1.p1, CrChr2.3046"
M9H77_15886,"CRO_T017633, Cro001G.4440.1.p1, CRO_T105586"
M9H77_15887,"Cro001G.4441.1.p1, CrChr2.3044"
M9H77_15888,"CRO_T017635, Cro001G.4439.1.p1, Cro001G.4439.2.p1, CRO_T105589"
M9H77_15891,"Cro001G.4444.1.p1, CRO_T105593"
M9H77_15892,"CRO_T030376, Cro001G.4445.1.p1, CrChr2.3038, CRO_T105594"
M9H77_15893,"CRO_T030375, Cro001G.4447.1.p1, CrChr2.3037, CRO_T105595"
M9H77_15894,"CRO_T032454, Cro001G.4450.1.p1, CrChr2.3036, CRO_T105596"
M9H77_15896,"Cro001G.4448.1.p1, CrChr2.3034"
M9H77_15897,"CRO_T030460, CRO_T105599"
M9H77_15898,"CRO_T030461, Cro001G.4451.1.p1, CrChr2.3032"
M9H77_15899,"CRO_T000981, CrChr2.3031, CRO_T105601"
M9H77_15900,"CRO_T000980, Cro001G.4455.1.p2, CrChr2.3030, CRO_T105602"
M9H77_15901,"Cro001G.4456.1.p1, CrChr2.3029"
M9H77_15904,"CRO_T032807, Cro001G.4456.2.p1, Cro001G.4456.3.p1, Cro001G.4458.1.p1, CrChr2.3026, CRO_T105606"
M9H77_15907,"CRO_T006209, Cro001G.4459.1.p1, CrChr2.3024"
M9H77_15908,CrChr2.3023
M9H77_15909,"Cro001G.4460.2.p1, Cro001G.4460.3.p1, Cro001G.4460.4.p1, Cro001G.4460.9.p1"
